"﻿STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE"
"42,011,012001,2397,+40.285247,-075.829694"
"42,011,012003,2195,+40.313903,-075.878597"
"42,011,012004,6757,+40.298403,-075.865172"
"42,011,012101,1892,+40.324776,-075.864169"
"42,011,012103,2500,+40.322328,-075.815448"
"42,011,012104,3130,+40.339590,-075.861129"
"42,011,012106,4914,+40.308037,-075.847616"
"42,011,012107,3573,+40.322998,-075.840134"
"42,011,012200,3318,+40.328557,-075.889598"
"42,011,012300,4638,+40.341617,-075.876569"
"42,011,012400,7853,+40.394077,-075.911064"
"42,011,012500,2242,+40.405260,-075.925119"
"42,011,012600,2543,+40.375312,-075.922943"
"42,011,012701,5076,+40.390634,-075.946922"
"42,011,012702,4201,+40.400592,-075.957898"
"42,011,012800,4277,+40.389309,-075.915421"
"42,011,012901,3834,+40.386747,-075.863540"
"42,011,012902,3810,+40.380445,-075.776073"
"42,011,013000,6767,+40.313907,-075.693079"
"42,011,013100,5112,+40.341324,-075.644504"
"42,011,013200,4264,+40.332182,-075.636357"
"42,011,013301,2962,+40.448729,-075.575945"
"42,011,013302,6555,+40.386972,-075.607851"
"42,011,013402,2973,+40.415195,-075.676222"
"42,011,013403,3998,+40.424248,-075.826648"
"42,011,013404,3646,+40.447169,-075.747456"
"42,011,013501,3823,+40.448201,-075.925710"
"42,011,013502,3417,+40.442851,-075.883726"
"42,011,013503,4527,+40.448110,-075.870198"
"42,011,013600,4049,+40.455846,-075.819236"
"42,011,013701,3603,+40.486266,-075.836026"
"42,011,013702,3835,+40.505992,-075.953503"
"42,011,013800,4270,+40.556340,-075.981684"
"42,011,013901,4297,+40.583498,-075.910096"
"42,011,013902,3460,+40.571286,-075.807097"
"42,011,014000,4162,+40.519978,-075.776166"
"42,011,014101,3094,+40.508101,-075.780003"
"42,011,014102,4526,+40.516306,-075.754468"
"42,011,014201,3071,+40.501626,-075.699364"
"42,011,014202,4537,+40.491707,-075.652437"
"42,013,010101,4280,+40.672617,-078.237053"
"42,013,010102,2852,+40.670529,-078.242959"
"42,013,010103,2628,+40.679790,-078.242852"
"42,013,010401,1827,+40.601172,-078.333686"
"42,013,010403,2607,+40.591491,-078.359446"
"42,013,010404,3871,+40.610606,-078.322559"
"42,013,010500,4155,+40.522010,-078.433880"
"42,013,010600,2159,+40.471784,-078.388388"
"42,013,010701,3490,+40.543647,-078.388563"
"42,013,010702,3297,+40.533125,-078.340600"
"42,013,010800,3441,+40.461402,-078.207927"
"42,013,010900,7399,+40.447226,-078.350839"
"42,013,011001,3360,+40.425004,-078.482165"
"42,013,011002,4301,+40.447580,-078.424264"
"42,013,011101,1581,+40.427179,-078.426120"
"42,013,011102,4687,+40.407494,-078.411876"
"42,013,011201,3217,+40.433842,-078.392712"
"42,013,011202,2424,+40.426656,-078.396476"
"42,013,011300,5561,+40.317015,-078.310677"
"42,013,011400,2384,+40.334313,-078.398345"
"42,013,011500,5298,+40.345421,-078.422896"
"42,013,011600,3788,+40.300600,-078.473749"
"42,013,100200,2202,+40.487071,-078.423403"
"42,013,100300,3179,+40.503269,-078.413498"
"42,013,100400,1666,+40.512117,-078.414379"
"42,013,100500,3309,+40.519358,-078.409747"
"42,013,100600,2445,+40.527361,-078.405185"
"42,013,100700,2366,+40.527035,-078.396687"
"42,013,100800,1663,+40.536854,-078.406209"
"42,013,100900,3993,+40.540455,-078.385439"
"42,013,101100,1490,+40.472752,-078.419475"
"42,013,101200,3895,+40.482169,-078.406277"
"42,013,101400,3552,+40.501700,-078.403645"
"42,013,101500,3373,+40.501556,-078.390320"
"42,013,101600,3176,+40.511665,-078.393558"
"42,013,101700,3541,+40.518171,-078.385921"
"42,013,101800,2902,+40.520872,-078.376051"
"42,013,101900,1463,+40.517145,-078.401133"
"42,015,950100,4280,+41.858275,-076.218416"
"42,015,950200,4783,+41.903066,-076.401628"
"42,015,950300,5461,+41.983614,-076.521965"
"42,015,950400,3267,+41.962379,-076.521458"
"42,015,950501,2930,+41.986359,-076.538583"
"42,015,950502,3324,+41.955684,-076.544806"
"42,015,950600,4171,+41.956678,-076.773187"
"42,015,950700,4426,+41.795854,-076.809594"
"42,015,950800,3911,+41.857936,-076.620533"
"42,015,950900,5284,+41.765810,-076.412818"
"42,015,951000,2798,+41.769572,-076.446211"
"42,015,951100,2844,+41.694896,-076.222555"
"42,015,951200,4727,+41.645162,-076.383750"
"42,015,951300,3957,+41.718004,-076.642228"
"42,015,951400,3804,+41.656164,-076.842640"
"42,017,100102,3125,+40.064545,-074.959683"
"42,017,100103,2391,+40.067750,-074.971876"
"42,017,100104,4625,+40.095041,-074.956876"
"42,017,100105,3247,+40.083817,-074.946807"
"42,017,100201,5243,+40.139721,-074.976629"
"42,017,100206,5540,+40.135829,-074.937949"
"42,017,100207,4337,+40.121719,-074.944017"
"42,017,100208,6511,+40.112208,-074.958597"
"42,017,100210,7389,+40.115310,-074.913507"
"42,017,100211,6745,+40.145816,-074.932167"
"42,017,100212,3882,+40.135244,-074.916738"
"42,017,100213,5472,+40.099568,-074.927276"
"42,017,100214,4200,+40.095654,-074.937413"
"42,017,100302,5053,+40.088481,-074.899582"
"42,017,100303,5136,+40.115258,-074.862766"
"42,017,100304,2599,+40.123134,-074.891142"
"42,017,100306,3643,+40.106648,-074.883734"
"42,017,100307,5039,+40.099650,-074.899035"
"42,017,100401,6302,+40.137256,-074.871061"
"42,017,100402,6456,+40.139784,-074.856846"
"42,017,100403,2130,+40.126268,-074.843048"
"42,017,100404,6170,+40.141398,-074.832522"
"42,017,100406,3655,+40.166553,-074.851881"
"42,017,100407,1223,+40.165829,-074.833741"
"42,017,100408,6885,+40.155849,-074.841808"
"42,017,100500,2716,+40.107953,-074.843635"
"42,017,100600,3735,+40.099631,-074.851499"
"42,017,100700,3410,+40.102541,-074.858794"
"42,017,100803,4783,+40.168326,-074.885407"
"42,017,100804,3909,+40.155522,-074.882671"
"42,017,100805,6235,+40.151370,-074.871143"
"42,017,100807,4241,+40.183179,-074.904367"
"42,017,100808,5307,+40.202907,-074.926662"
"42,017,100809,5894,+40.206401,-074.889338"
"42,017,100811,4432,+40.145716,-074.892293"
"42,017,100900,7694,+40.163914,-074.936432"
"42,017,101100,2515,+40.155890,-074.913241"
"42,017,101401,5278,+40.142557,-075.004153"
"42,017,101403,5901,+40.162520,-074.965464"
"42,017,101404,2512,+40.159861,-075.001422"
"42,017,101405,6908,+40.150752,-074.987268"
"42,017,101503,3912,+40.160221,-075.033239"
"42,017,101504,2779,+40.173649,-075.056114"
"42,017,101505,3349,+40.172487,-075.021464"
"42,017,101506,5229,+40.185855,-075.043657"
"42,017,101603,3282,+40.196540,-075.097476"
"42,017,101605,4445,+40.189384,-075.084738"
"42,017,101607,3636,+40.182825,-075.073452"
"42,017,101609,4527,+40.215734,-075.090155"
"42,017,101610,4767,+40.225558,-075.110889"
"42,017,101611,7132,+40.207600,-075.117995"
"42,017,101802,6440,+40.261096,-075.182219"
"42,017,101805,2212,+40.256029,-075.120925"
"42,017,101807,4576,+40.241046,-075.127944"
"42,017,101808,2639,+40.223828,-075.130994"
"42,017,101809,3510,+40.251470,-075.143544"
"42,017,101810,6262,+40.235968,-075.156888"
"42,017,101900,4253,+40.290689,-075.211093"
"42,017,102002,2883,+40.315092,-075.196281"
"42,017,102003,4473,+40.286306,-075.232668"
"42,017,102004,4971,+40.272023,-075.210737"
"42,017,102102,3523,+40.365153,-075.231152"
"42,017,102104,5993,+40.322437,-075.291057"
"42,017,102300,5819,+40.396750,-075.284615"
"42,017,102401,4061,+40.376865,-075.295156"
"42,017,102402,5059,+40.367742,-075.289282"
"42,017,102500,4711,+40.359324,-075.307919"
"42,017,102600,2199,+40.327444,-075.324607"
"42,017,102700,5295,+40.363145,-075.337456"
"42,017,102801,3465,+40.425819,-075.440577"
"42,017,103101,2359,+40.442996,-075.330470"
"42,017,103102,2204,+40.439330,-075.340116"
"42,017,103103,4796,+40.437610,-075.354213"
"42,017,103300,2201,+40.477111,-075.261472"
"42,017,103400,5175,+40.525368,-075.309976"
"42,017,103700,3379,+40.524673,-075.172384"
"42,017,103800,1234,+40.556639,-075.114307"
"42,017,103900,3818,+40.480871,-075.111832"
"42,017,104000,7541,+40.401211,-075.192907"
"42,017,104100,2177,+40.372091,-075.204553"
"42,017,104201,2938,+40.399068,-075.095244"
"42,017,104203,5678,+40.368947,-075.127542"
"42,017,104204,5405,+40.358107,-075.150182"
"42,017,104301,2889,+40.379898,-075.037750"
"42,017,104303,4572,+40.365414,-074.988939"
"42,017,104304,1248,+40.338563,-074.975181"
"42,017,104400,2612,+40.360106,-074.956849"
"42,017,104502,8103,+40.296212,-075.057628"
"42,017,104503,4578,+40.324016,-075.096495"
"42,017,104505,5684,+40.348277,-075.091496"
"42,017,104506,2486,+40.354684,-075.066840"
"42,017,104601,4931,+40.289609,-075.109942"
"42,017,104603,6667,+40.285067,-075.144877"
"42,017,104604,6365,+40.317878,-075.155036"
"42,017,104701,3525,+40.318984,-075.134453"
"42,017,104702,2556,+40.310282,-075.130243"
"42,017,104703,2227,+40.314341,-075.119414"
"42,017,104800,2836,+40.298080,-075.176561"
"42,017,104901,7278,+40.253616,-075.102031"
"42,017,104902,7573,+40.244002,-075.079899"
"42,017,105003,4915,+40.222688,-074.995817"
"42,017,105004,5654,+40.194811,-074.998407"
"42,017,105006,5924,+40.184489,-074.970284"
"42,017,105008,3908,+40.224890,-075.045364"
"42,017,105009,3478,+40.203384,-074.969473"
"42,017,105010,3995,+40.213256,-074.964250"
"42,017,105011,3497,+40.199497,-074.947950"
"42,017,105012,2724,+40.194036,-075.020187"
"42,017,105013,5820,+40.211879,-075.025212"
"42,017,105100,3286,+40.274859,-074.993269"
"42,017,105202,5102,+40.220492,-074.943046"
"42,017,105203,2084,+40.241570,-074.957252"
"42,017,105206,5307,+40.239274,-074.915992"
"42,017,105207,5029,+40.260169,-074.956167"
"42,017,105208,2373,+40.254406,-074.937726"
"42,017,105300,2268,+40.228866,-074.932350"
"42,017,105401,4593,+40.288790,-074.919976"
"42,017,105402,4264,+40.298587,-074.898149"
"42,017,105505,3949,+40.225300,-074.807492"
"42,017,105506,4184,+40.225454,-074.854165"
"42,017,105507,7404,+40.216462,-074.824724"
"42,017,105508,3598,+40.254440,-074.885973"
"42,017,105509,4633,+40.242597,-074.864572"
"42,017,105510,5257,+40.211172,-074.874750"
"42,017,105511,4155,+40.206727,-074.857434"
"42,017,105600,2605,+40.241127,-074.837439"
"42,017,105702,3314,+40.206273,-074.775348"
"42,017,105704,7143,+40.207779,-074.789905"
"42,017,105801,6209,+40.201044,-074.816977"
"42,017,105805,5650,+40.170862,-074.803121"
"42,017,105807,3755,+40.171753,-074.862607"
"42,017,105808,3723,+40.182944,-074.850118"
"42,017,105809,4411,+40.180315,-074.834731"
"42,017,105810,2428,+40.175448,-074.823649"
"42,017,105811,6181,+40.165216,-074.822158"
"42,017,105812,1711,+40.154374,-074.821720"
"42,017,105900,2282,+40.147312,-074.818228"
"42,017,106000,4527,+40.149375,-074.904244"
"42,017,106100,3139,+40.171544,-074.917743"
"42,017,106201,3520,+40.191212,-075.060133"
"42,017,106202,3249,+40.202021,-075.070564"
"42,017,106300,7573,+40.345294,-075.266347"
"42,017,106401,7751,+40.423153,-075.342693"
"42,017,106402,7682,+40.431100,-075.391746"
"42,017,106500,7438,+40.463889,-075.343619"
"42,017,106600,1941,+40.581096,-075.208070"
"42,017,980000,0,+40.161566,-074.766059"
"42,019,902100,2225,+40.867214,-079.888984"
"42,019,902200,1910,+40.866041,-079.901071"
"42,019,902300,3544,+40.861412,-079.904395"
"42,019,902400,2002,+40.862344,-079.888537"
"42,019,902500,3821,+40.852479,-079.888792"
"42,019,902600,3082,+40.847969,-079.893287"
"42,019,902700,2125,+40.853148,-079.924288"
"42,019,902800,2713,+40.868770,-079.932786"
"42,019,902900,1948,+40.882218,-079.922597"
"42,019,903000,4723,+40.854106,-079.956292"
"42,019,903100,2639,+40.824973,-079.910857"
"42,019,910100,4090,+41.031820,-079.734510"
"42,019,910200,4742,+41.097781,-079.873847"
"42,019,910301,4933,+41.083796,-080.017445"
"42,019,910302,4237,+41.021727,-080.061375"
"42,019,910400,3081,+41.064416,-080.055090"
"42,019,910600,4142,+40.990689,-079.898082"
"42,019,910700,2769,+40.911804,-079.826549"
"42,019,910800,2766,+40.924444,-079.934431"
"42,019,910900,5133,+40.908391,-079.913463"
"42,019,911000,6159,+40.915290,-080.061441"
"42,019,911100,4931,+40.845550,-080.008526"
"42,019,911200,5268,+40.851847,-079.834036"
"42,019,911300,5166,+40.893828,-079.741727"
"42,019,911400,3361,+40.771879,-079.748555"
"42,019,911501,5212,+40.780164,-079.826239"
"42,019,911502,4333,+40.724569,-079.825962"
"42,019,911600,4990,+40.778468,-079.925265"
"42,019,911700,4901,+40.777929,-080.030654"
"42,019,911800,7628,+40.803047,-080.114239"
"42,019,911900,4854,+40.792704,-080.137725"
"42,019,912001,5542,+40.728259,-080.126763"
"42,019,912002,6650,+40.704602,-080.132958"
"42,019,912101,4386,+40.688174,-080.135423"
"42,019,912102,2607,+40.689583,-080.119310"
"42,019,912200,3288,+40.677779,-080.128560"
"42,019,912301,6514,+40.727080,-080.082604"
"42,019,912303,2922,+40.687181,-080.063209"
"42,019,912304,4106,+40.692483,-080.082042"
"42,019,912403,3454,+40.709469,-080.039462"
"42,019,912404,6130,+40.682213,-080.035785"
"42,019,912405,5150,+40.711249,-080.003849"
"42,019,912406,2469,+40.681663,-079.983271"
"42,019,912701,3339,+40.688869,-079.722575"
"42,019,912702,4561,+40.720682,-079.755542"
"42,019,912800,6820,+40.701056,-079.925786"
"42,019,980100,2397,+41.064026,-080.041491"
"42,021,000100,1194,+40.324609,-078.919419"
"42,021,000200,604,+40.317955,-078.917951"
"42,021,000300,1554,+40.310855,-078.909388"
"42,021,000500,1488,+40.298420,-078.906506"
"42,021,000600,1606,+40.293601,-078.911030"
"42,021,000700,2335,+40.300274,-078.922618"
"42,021,001200,2795,+40.346369,-078.946773"
"42,021,010100,3811,+40.369723,-078.889588"
"42,021,010200,1360,+40.347763,-078.885050"
"42,021,010300,2239,+40.331986,-078.870865"
"42,021,010500,3357,+40.296227,-078.894579"
"42,021,010600,2363,+40.292993,-078.871862"
"42,021,010700,3122,+40.301043,-078.846334"
"42,021,010801,5407,+40.275567,-078.874383"
"42,021,011000,1547,+40.288451,-078.918414"
"42,021,011100,5147,+40.301293,-078.957460"
"42,021,011200,2045,+40.309516,-078.938973"
"42,021,011300,4982,+40.318934,-078.949184"
"42,021,011400,3084,+40.337050,-078.951491"
"42,021,011500,4236,+40.426826,-078.850475"
"42,021,011600,2511,+40.472767,-078.835764"
"42,021,011700,2288,+40.506187,-078.864744"
"42,021,011800,3938,+40.645091,-078.787725"
"42,021,011900,3560,+40.657505,-078.779045"
"42,021,012000,6030,+40.642481,-078.648571"
"42,021,012100,2372,+40.693592,-078.494833"
"42,021,012200,3557,+40.512072,-078.544261"
"42,021,012300,4151,+40.515151,-078.625528"
"42,021,012400,3662,+40.601222,-078.709730"
"42,021,012500,5814,+40.494800,-078.743065"
"42,021,012600,3404,+40.486260,-078.726160"
"42,021,012700,2526,+40.433643,-078.629478"
"42,021,012800,4994,+40.462120,-078.589450"
"42,021,012900,3432,+40.381273,-078.662791"
"42,021,013000,2459,+40.386773,-078.674050"
"42,021,013100,2509,+40.355525,-078.703824"
"42,021,013200,3943,+40.369301,-078.768080"
"42,021,013300,5752,+40.303703,-078.768778"
"42,021,013400,2005,+40.333562,-078.912126"
"42,021,013500,2727,+40.310600,-078.896366"
"42,021,013600,3114,+40.355771,-078.942676"
"42,021,013700,4448,+40.267800,-078.840972"
"42,023,960100,1923,+41.511513,-078.237018"
"42,023,960200,2624,+41.495642,-078.240089"
"42,025,020102,4507,+40.872190,-075.739299"
"42,025,020103,3721,+40.944638,-075.667705"
"42,025,020106,2038,+41.051479,-075.654296"
"42,025,020107,3481,+40.991279,-075.530184"
"42,025,020108,2724,+40.987456,-075.586757"
"42,025,020201,3194,+40.948502,-075.815655"
"42,025,020202,3090,+40.918329,-075.922761"
"42,025,020301,3336,+40.863952,-075.822430"
"42,025,020302,3120,+40.825363,-075.867812"
"42,025,020400,4141,+40.831410,-075.882378"
"42,025,020501,4261,+40.819042,-075.754059"
"42,025,020502,2748,+40.780665,-075.728712"
"42,025,020600,5248,+40.832377,-075.714733"
"42,025,020700,5185,+40.848672,-075.673433"
"42,025,020801,3935,+40.818563,-075.589674"
"42,025,020802,4427,+40.868053,-075.574186"
"42,025,020900,5593,+40.803457,-075.611982"
"42,027,010100,3815,+41.045254,-077.658137"
"42,027,010200,2702,+41.046468,-077.972634"
"42,027,010300,3170,+40.896247,-078.217912"
"42,027,010400,3287,+40.873008,-078.209946"
"42,027,010500,5102,+40.854265,-077.997349"
"42,027,010600,3854,+40.960794,-077.796327"
"42,027,010700,5778,+40.951920,-077.643280"
"42,027,010801,1998,+40.946705,-077.439058"
"42,027,010802,3683,+40.888723,-077.452776"
"42,027,010901,3558,+40.818570,-077.678115"
"42,027,010902,3552,+40.851660,-077.601624"
"42,027,011001,2783,+40.912618,-077.747786"
"42,027,011002,5196,+40.880714,-077.755256"
"42,027,011101,3466,+40.915345,-077.763452"
"42,027,011102,2639,+40.912442,-077.779729"
"42,027,011201,4572,+40.881485,-077.824973"
"42,027,011202,4392,+40.854692,-077.777591"
"42,027,011301,2451,+40.813173,-077.890079"
"42,027,011302,2085,+40.816176,-077.893656"
"42,027,011303,4608,+40.827666,-077.892167"
"42,027,011401,4410,+40.804164,-077.910567"
"42,027,011402,3124,+40.811126,-077.949850"
"42,027,011501,3009,+40.772435,-077.874890"
"42,027,011503,3325,+40.803233,-077.887868"
"42,027,011504,4480,+40.791600,-077.896247"
"42,027,011600,4658,+40.823599,-077.829376"
"42,027,011702,6104,+40.798593,-077.823254"
"42,027,011800,5913,+40.778995,-077.782257"
"42,027,011901,2790,+40.779436,-078.022481"
"42,027,011903,1650,+40.783777,-077.911932"
"42,027,011904,3372,+40.732137,-077.924250"
"42,027,011905,2145,+40.766314,-077.894153"
"42,027,012000,5875,+40.796759,-077.852154"
"42,027,012100,7317,+40.801039,-077.856858"
"42,027,012200,5753,+40.801737,-077.864580"
"42,027,012300,1767,+40.798818,-077.875491"
"42,027,012400,4869,+40.787760,-077.864918"
"42,027,012500,4227,+40.796202,-077.857103"
"42,027,012600,2999,+40.789467,-077.856378"
"42,027,012700,2983,+40.786125,-077.843201"
"42,027,012800,4711,+40.776193,-077.859690"
"42,029,300101,3117,+40.084439,-075.425592"
"42,029,300103,2787,+40.044176,-075.482431"
"42,029,300104,5331,+40.050743,-075.453540"
"42,029,300106,5610,+40.075089,-075.457735"
"42,029,300107,4572,+40.066677,-075.480614"
"42,029,300108,6685,+40.055386,-075.415854"
"42,029,300109,3825,+40.061472,-075.391666"
"42,029,300201,5355,+40.043482,-075.438442"
"42,029,300202,5629,+40.024309,-075.441604"
"42,029,300301,4118,+39.974919,-075.492153"
"42,029,300302,3940,+40.021755,-075.512044"
"42,029,300303,3215,+40.038449,-075.495919"
"42,029,300400,3419,+40.034988,-075.517343"
"42,029,300501,5062,+40.105845,-075.485208"
"42,029,300502,3718,+40.119156,-075.520860"
"42,029,300600,6197,+40.141195,-075.520385"
"42,029,300700,5423,+40.130293,-075.517395"
"42,029,300800,4456,+40.126717,-075.533750"
"42,029,300900,2526,+40.124143,-075.512969"
"42,029,301001,4584,+40.124590,-075.567489"
"42,029,301002,3676,+40.145114,-075.551865"
"42,029,301100,3494,+40.177419,-075.548852"
"42,029,301300,7068,+40.204104,-075.616984"
"42,029,301401,3100,+40.231253,-075.645497"
"42,029,301402,5341,+40.219342,-075.677423"
"42,029,301500,2796,+40.180388,-075.671931"
"42,029,301600,2590,+40.175775,-075.747040"
"42,029,301700,1832,+40.133106,-075.731795"
"42,029,301800,6668,+40.117391,-075.665321"
"42,029,301900,4024,+40.083425,-075.629704"
"42,029,302000,6001,+40.083455,-075.559442"
"42,029,302102,4531,+40.031243,-075.551609"
"42,029,302103,3813,+40.043995,-075.550196"
"42,029,302104,5573,+40.057053,-075.558429"
"42,029,302203,5552,+40.007071,-075.630238"
"42,029,302204,6278,+40.014921,-075.603787"
"42,029,302205,2703,+40.033656,-075.619718"
"42,029,302206,5035,+40.031948,-075.646830"
"42,029,302207,64,+40.022209,-075.645033"
"42,029,302300,2872,+39.965714,-075.603830"
"42,029,302400,3927,+39.960887,-075.612750"
"42,029,302500,3791,+39.954883,-075.606903"
"42,029,302600,4389,+39.958120,-075.598057"
"42,029,302702,4877,+39.973460,-075.577030"
"42,029,302703,4409,+39.980607,-075.610653"
"42,029,302704,4987,+40.001100,-075.600978"
"42,029,302705,3942,+39.963653,-075.563463"
"42,029,302706,4825,+39.951719,-075.585191"
"42,029,302802,5267,+40.007039,-075.559504"
"42,029,302803,2017,+40.006783,-075.555111"
"42,029,302804,3923,+39.986546,-075.533844"
"42,029,302806,3162,+39.963809,-075.544448"
"42,029,302807,4041,+39.973891,-075.543334"
"42,029,302901,4837,+39.957302,-075.525750"
"42,029,302902,6317,+39.934633,-075.576286"
"42,029,303000,3177,+39.918080,-075.564194"
"42,029,303100,4082,+39.903517,-075.594655"
"42,029,303301,3333,+39.833192,-075.708834"
"42,029,303302,4956,+39.851923,-075.662934"
"42,029,303401,4083,+39.841023,-075.711712"
"42,029,303402,1853,+39.848156,-075.711102"
"42,029,303501,4372,+39.875100,-075.695195"
"42,029,303502,2934,+39.878375,-075.728606"
"42,029,303801,4528,+39.955591,-075.707172"
"42,029,303803,3692,+39.981601,-075.711060"
"42,029,303804,6096,+39.970885,-075.745602"
"42,029,303901,5039,+39.934739,-075.618868"
"42,029,303902,5300,+39.967533,-075.641632"
"42,029,304000,5384,+40.018981,-075.683716"
"42,029,304101,4518,+40.011251,-075.696911"
"42,029,304102,3374,+40.002043,-075.714542"
"42,029,304201,7263,+40.002448,-075.741208"
"42,029,304300,9738,+40.036479,-075.757897"
"42,029,304403,3998,+40.057460,-075.633954"
"42,029,304404,5143,+40.047332,-075.649400"
"42,029,304405,6469,+40.041423,-075.685466"
"42,029,304406,3551,+40.057859,-075.688398"
"42,029,304502,3125,+40.068620,-075.713099"
"42,029,304503,4988,+40.085269,-075.687497"
"42,029,304504,4162,+40.102212,-075.703584"
"42,029,304600,3711,+40.086537,-075.775014"
"42,029,304900,8274,+40.084128,-075.881727"
"42,029,305000,1892,+40.093922,-075.910187"
"42,029,305101,4213,+40.016970,-075.866658"
"42,029,305102,4697,+40.032503,-075.905239"
"42,029,305300,7985,+39.985073,-075.847436"
"42,029,305400,4180,+39.981929,-075.833195"
"42,029,305500,3715,+39.986692,-075.814340"
"42,029,305600,3016,+39.981078,-075.816491"
"42,029,305700,2439,+39.983706,-075.806388"
"42,029,306000,7626,+39.961681,-075.817684"
"42,029,306300,2770,+39.820002,-075.827213"
"42,029,306501,4138,+39.784471,-075.750186"
"42,029,306503,2588,+39.842436,-075.749992"
"42,029,306504,4637,+39.817058,-075.746221"
"42,029,306600,3179,+39.748183,-075.788865"
"42,029,306700,4433,+39.766160,-075.821680"
"42,029,306800,1698,+39.737028,-075.903789"
"42,029,306900,5810,+39.773164,-075.880226"
"42,029,307000,5644,+39.816338,-075.878378"
"42,029,307100,2476,+39.865928,-075.888881"
"42,029,307200,1259,+39.928928,-075.901327"
"42,029,307300,4125,+39.976484,-075.897494"
"42,029,307400,3862,+39.958260,-075.919779"
"42,029,307700,2459,+39.894896,-075.946909"
"42,029,307800,2560,+39.837029,-075.941696"
"42,029,307900,5420,+39.805523,-075.956353"
"42,029,308000,5736,+39.785110,-075.978965"
"42,029,308101,4360,+39.776925,-075.938743"
"42,029,308102,4622,+39.762858,-075.993427"
"42,029,308200,2764,+39.743846,-076.043808"
"42,029,311000,7433,+40.171039,-075.580815"
"42,029,311100,3876,+39.871182,-075.628987"
"42,029,311200,2177,+39.910717,-075.756458"
"42,029,311300,4455,+39.903707,-075.657418"
"42,029,311401,7169,+39.996286,-075.781911"
"42,029,311403,3383,+40.017756,-075.807300"
"42,029,311404,3948,+40.053947,-075.805078"
"42,029,311500,3581,+40.131783,-075.825674"
"42,029,311600,2142,+39.969166,-075.811974"
"42,029,311701,3482,+39.835768,-075.813508"
"42,029,311702,6589,+39.812480,-075.804973"
"42,029,311800,3749,+39.964075,-075.963214"
"42,029,980000,3692,+39.951625,-075.601642"
"42,031,160101,1781,+41.374581,-079.290647"
"42,031,160103,2835,+41.192701,-079.357557"
"42,031,160104,1712,+41.218407,-079.299803"
"42,031,160201,1865,+41.367799,-079.416862"
"42,031,160202,1530,+41.294596,-079.361148"
"42,031,160300,4640,+41.261517,-079.480839"
"42,031,160400,3822,+41.221460,-079.556531"
"42,031,160500,3715,+41.125892,-079.579790"
"42,031,160600,3931,+41.210330,-079.381412"
"42,031,160701,2052,+41.003748,-079.558113"
"42,031,160702,1924,+41.051537,-079.508339"
"42,031,160800,3754,+41.074199,-079.377242"
"42,031,160900,3680,+41.089128,-079.289990"
"42,033,330100,4993,+41.111349,-078.768584"
"42,033,330200,3304,+41.122425,-078.770129"
"42,033,330300,4206,+41.119537,-078.757066"
"42,033,330400,6897,+41.160557,-078.709794"
"42,033,330500,4312,+41.101206,-078.678570"
"42,033,330600,3175,+41.031469,-078.425168"
"42,033,330700,2276,+41.118227,-078.224728"
"42,033,330800,6702,+40.975089,-078.187409"
"42,033,330900,6424,+40.889398,-078.261049"
"42,033,331000,4800,+40.983932,-078.321323"
"42,033,331100,3164,+41.019823,-078.434222"
"42,033,331200,2798,+41.024196,-078.445743"
"42,033,331300,4325,+41.002427,-078.465772"
"42,033,331401,3384,+40.962386,-078.583782"
"42,033,331402,3560,+40.983419,-078.525999"
"42,033,331500,1850,+40.892908,-078.687351"
"42,033,331600,2438,+40.841486,-078.475753"
"42,033,331700,6959,+40.811533,-078.367732"
"42,033,331800,2748,+40.759028,-078.523595"
"42,033,331900,2247,+40.777388,-078.711819"
"42,035,030100,2877,+41.336473,-077.746358"
"42,035,030200,5231,+41.105730,-077.526959"
"42,035,030300,4094,+41.172338,-077.428018"
"42,035,030400,4889,+41.188583,-077.330649"
"42,035,030500,4058,+41.135835,-077.416792"
"42,035,030600,1829,+41.135241,-077.437989"
"42,035,030701,5414,+41.133737,-077.457371"
"42,035,030702,865,+41.138958,-077.457766"
"42,035,030800,4110,+41.059206,-077.472676"
"42,035,030900,4083,+41.052118,-077.301380"
"42,037,050100,5377,+41.192571,-076.368970"
"42,037,050200,5432,+41.128092,-076.522205"
"42,037,050300,4975,+41.021529,-076.493251"
"42,037,050400,3982,+41.065783,-076.386457"
"42,037,050500,3645,+41.074862,-076.270145"
"42,037,050600,5202,+41.062376,-076.237193"
"42,037,050700,5125,+41.052267,-076.254991"
"42,037,050800,3483,+41.013514,-076.389512"
"42,037,050900,3563,+41.026275,-076.406184"
"42,037,051000,2495,+40.997416,-076.448156"
"42,037,051101,3434,+41.006076,-076.448749"
"42,037,051102,2505,+41.010638,-076.452057"
"42,037,051200,4277,+41.002489,-076.459104"
"42,037,051300,3038,+40.967627,-076.437827"
"42,037,051400,2502,+41.019246,-076.299384"
"42,037,051500,5692,+40.893563,-076.392999"
"42,039,110100,6222,+41.786672,-079.740300"
"42,039,110201,3538,+41.802408,-080.140123"
"42,039,110202,4441,+41.801607,-080.024284"
"42,039,110300,4506,+41.774046,-080.361716"
"42,039,110400,2726,+41.678842,-080.439734"
"42,039,110501,1780,+41.629630,-080.345636"
"42,039,110502,3497,+41.626485,-080.298786"
"42,039,110600,2775,+41.712440,-080.199092"
"42,039,110700,3766,+41.711543,-080.113447"
